Index;ID;Lat;Lon;Elv;Yr1;YrEnd;Yrs;Name;Prov;Fit
87;1103636;49.03;-122.2;25;1961;1976;13;HUNTINGDON VYE ROAD;BC;Lin
88;1104555;49.05;-122.58;100;1972;1986;15;LANGLEY LOCHIEL;BC;Lin
89;1105192;49.15;-122.27;197;1963;2017;54;MISSION WEST ABBEY;BC;Lin
90;1105660;49.36;-123.03;190;1964;1983;19;N VANCOUVER LYNN CREEK;BC;Lin
91;1106178;49.2;-122.69;5;1974;2024;24;PITT MEADOWS CS;BC;Lin
92;1106180;49.27;-122.63;5;1965;2007;40;PITT POLDER;BC;Lin
93;1106256;49.26;-122.78;6;1971;1990;11;PORT COQUITLAM CITY YARD;BC;Lin
94;1106CL2;49.27;-122.88;129;1971;2001;29;PORT MOODY GLENAYRE;BC;Lin
95;1107873;49.19;-122.85;78;1962;1999;37;SURREY KWANTLEN PARK;BC;Lin
96;1107876;49.1;-122.82;76;1963;2000;12;SURREY MUNICIPAL HALL;BC;Lin
97;1108380;49.18;-123.18;2;1953;2024;70;VANCOUVER SEA ISLAND CCG;BC;Lin
98;1108446;49.29;-123.12;2;1970;2024;28;VANCOUVER HARBOUR CS;BC;Lin
99;1108453;49.26;-123.16;12;1915;1944;30;VANCOUVER KITSILANO;BC;Lin
100;1108487;49.25;-123.25;76;1958;1990;33;VANCOUVER UBC;BC;Lin
101;1108824;49.34;-123.19;170;2013;2024;11;WEST VANCOUVER AUT;BC;Lin
102;1108910;49.01;-122.78;13;1964;2024;37;WHITE ROCK CAMPBELL SCIENTIFIC;BC;Lin
103;110JA54;49.28;-122.91;464;1974;1991;17;BURNABY MTN BCHPA;BC;Lin
104;110N6FF;49.36;-123.09;182;1990;2010;19;N VANC SONORA DR;BC;Lin
105;1113420;49.78;-121.45;121;1974;1987;12;HELLS GATE;BC;Lin
106;1113543;49.36;-121.49;39;1964;2024;45;HOPE AIRPORT;BC;Lin
107;1114619;50.68;-121.93;239;1973;2024;37;LILLOOET;BC;Lin
108;1114741;50.23;-121.58;229;1970;1990;21;LYTTON;BC;Lin
109;1117215;50.72;-122.24;243;1982;1998;11;SHALALTH;BC;Lin
110;1123970;49.95;-119.37;429;1969;2004;34;KELOWNA A;BC;Lin
111;1123992;49.87;-119.48;349;1969;1991;19;KELOWNA PC BURNETTS NURSERY;BC;Lin
112;1125073;50.11;-120.77;591;2013;2024;11;MERRITT;BC;Lin
113;1125766;49.17;-119.54;297;1973;2007;32;OLIVER STP;BC;Lin
114;1126150;49.46;-119.6;344;1953;2002;45;PENTICTON A;BC;Lin
115;1126510;49.46;-120.51;701;1979;2017;33;PRINCETON A;BC;Lin
116;1128582;50.22;-119.19;482;1972;2024;34;VERNON AUTO;BC;Lin
117;112FN0M;49.46;-120.51;696;2011;2024;13;PRINCETON CS;BC;Poly
118;112G8L1;49.56;-119.64;454;1955;2024;46;SUMMERLAND CS;BC;Lin
119;1141455;49.29;-117.63;495;1973;1995;21;CASTLEGAR A;BC;Lin
120;1141457;49.34;-117.77;435;1969;1998;28;CASTLEGAR BCHPA DAM;BC;Lin
121;1142574;50.23;-116.97;548;1969;2013;38;DUNCAN LAKE DAM;BC;Lin
122;1142820;49.87;-118.06;490;1974;2005;29;FAUQUIER;BC;Lin
123;1145297;50.26;-117.81;512;2011;2024;13;NAKUSP CS;BC;Lin
124;1145M29;49.49;-117.3;534;2012;2024;12;NELSON CS;BC;Lin
125;1148211;49.19;-117.72;594;1965;1997;32;TRAIL BIRCHBANK;BC;Lin
126;1148705;49.11;-117.73;566;2009;2024;14;WARFIELD RCS;BC;Lin
127;114B1F0;49.08;-116.5;640;1980;2024;35;CRESTON CAMPBELL SCIENTIFIC;BC;Lin
128;1152106;49.61;-115.78;926;1969;2024;43;CRANBROOK AIRPORT AUTO;BC;Lin
129;1154203;49.63;-115.96;889;1976;2010;34;KIMBERLEY PCC;BC;Lin
130;1157631;49.74;-114.88;1136;1980;2024;41;SPARWOOD CS;BC;Lin
131;1160515;50.7;-121.28;327;2014;2024;10;ASHCROFT;BC;Lin
132;1160H99;52.12;-119.28;682;1970;2024;53;BLUE RIVER CS;BC;Lin
133;1161650;51.65;-120.08;438;2014;2024;10;CLEARWATER AUTO;BC;Lin
134;1161663;51.14;-121.5;1059;2015;2024;10;CLINTON RCS;BC;Lin
135;1163842;50.7;-120.44;345;1965;2024;54;KAMLOOPS AUT;BC;Lin
136;1166R45;50.68;-119.23;527;1964;2016;44;SALMON ARM A;BC;Lin
137;116FRMN;50.7;-119.29;350;2009;2024;16;SALMON ARM CS;BC;Lin
138;1173220;51.3;-116.98;785;1973;2024;45;GOLDEN AIRPORT;BC;Lin
139;1175122;52.05;-118.58;579;1969;1982;10;MICA DAM;BC;Lin
140;1176755;50.95;-118.17;444;1970;2024;32;REVELSTOKE AIRPORT AUTO;BC;Lin
141;1178CL9;52.85;-119.25;891;1970;1989;17;VALEMOUNT NORTH;BC;Lin
142;11790J1;51.44;-116.34;1602;2005;2024;19;YOHO PARK;BC;Lin
143;117R00F;51.38;-116.53;1219;1974;1988;14;YOHO NAT PARK BOULDER CR;BC;Lin
144;1181508;55.68;-121.62;609;1970;2016;31;CHETWYND A;BC;Lin
145;1182285;55.74;-120.18;654;1969;2002;26;DAWSON CREEK A;BC;Lin
146;1183002;56.24;-120.74;695;1973;2024;27;FORT ST JOHN AIRPORT;BC;Lin
147;1183090;55.78;-124.7;766;1964;2013;15;GERMANSEN LANDING;BC;Lin
148;1183FL0;56.01;-122.2;678;1971;1986;14;HUDSON HOPE BCHPA DAM;BC;Lin
149;1184793;55.3;-123.13;694;1971;2024;35;MACKENZIE AIRPORT AUTO;BC;Lin
150;1187335;57.25;-122.71;937;1991;2011;16;SIKANNI CHIEF;BC;Lin
151;1188696;57.43;-125.63;777;1964;1981;13;WARE;BC;Lin
152;1192948;58.84;-122.57;380;1966;2024;43;FORT NELSON;BC;Lin
153;1195250;58.93;-125.76;836;1983;2013;27;MUNCHO LAKE;BC;Lin
154;1195J29;58.65;-124.23;810;1994;2011;15;TETSA RIVER;BC;Lin
155;119BLM0;58.42;-130.02;800;1973;2024;36;DEASE LAKE (AUT);BC;Lin
156;1200560;59.56;-133.7;673;1977;2014;23;ATLIN;BC;Lin
157;1206197;59.45;-136.36;274;1977;1998;16;PLEASANT CAMP;BC;Lin
158;1208041;57.9;-131.33;249;1979;1996;15;TELEGRAPH CREEK;BC;Lin
159;1208202;57.6;-130.06;899;1975;1990;15;TODAGIN RANCH;BC;Lin
160;2100184;61.36;-139.01;807;1975;2024;22;BURWASH AIRPORT AUTO;YT;Lin
161;2100301;62.11;-136.19;542;1964;2024;23;CARMACKS CS;YT;Lin
162;2100518;62.2;-133.37;716;2013;2024;11;FARO (AUT);YT;Poly
163;2100630;60.77;-137.58;595;1964;2024;23;HAINES JUNCTION;YT;Poly
164;2100697;68.8;-140.84;568;2015;2024;10;MARGARET LAKE;YT;Lin
165;2100700;63.61;-135.86;503;1979;2016;26;MAYO A;YT;Lin
166;2100805;67.57;-139.83;251;2011;2024;12;OLD CROW RCS;YT;Lin
167;2100881;62.81;-137.36;454;1966;2023;44;PELLY RANCH FORT SELKIRK;YT;Lin
168;2100LRP;64.06;-139.12;370;1976;2024;35;DAWSON;YT;Lin
169;2101102;60.16;-132.73;705;1967;2024;43;TESLIN (AUT);YT;Lin
170;2101204;60.11;-128.83;683;1970;2024;34;WATSON LAKE (AUT);YT;Lin
171;2101310;60.73;-135.09;707;1960;2024;52;WHITEHORSE AUTO;YT;Lin
172;2201022;65.2;-123.43;212;2005;2024;19;DELINE CS;NT;Lin
173;2201579;60.23;-123.46;213;2006;2024;18;FORT LIARD;NT;Lin
174;2201903;62.71;-109.16;167;1972;2023;28;FORT RELIANCE (AUT);NT;Lin
175;2202102;61.76;-121.23;168;1969;2024;49;FORT SIMPSON CLIMATE;NT;Lin
176;2202202;60.02;-111.92;203;2005;2024;20;FORT SMITH CLIMATE;NT;Poly
177;2202401;60.83;-115.78;164;1971;2015;39;HAY RIVER A;NT;Lin
178;2202402;60.83;-115.77;164;2005;2024;18;HAY RIVER CLIMATE;NT;Lin
179;2202578;68.31;-133.51;103;1972;2024;39;INUVIK CLIMATE;NT;Lin
180;2202810;65.28;-126.75;93;1974;2024;45;NORMAN WELLS CLIMATE;NT;Lin
181;2203058;69.35;-124.08;6;2005;2024;15;PAULATUK;NT;Lin
182;2203922;61.95;-128.25;1143;1976;1989;10;TUNGSTEN;NT;Lin
183;2204108;62.47;-114.44;205;1963;2024;35;YELLOWKNIFE AIRPORT;NT;Lin
184;2300501;64.31;-96;50;1987;2024;36;BAKER LAKE CLIMATE;NU;Lin
185;2300904;67.81;-115.13;22;2005;2024;20;KUGLUKTUK CLIMATE;NU;Lin
186;2301010;64.18;-83.35;57;1988;2024;20;CORAL HARBOUR RCS;NU;Lin
187;2301153;61.1;-94.06;9;2005;2024;19;ARVIAT CLIMATE;NU;Poly
188;2302340;68.63;-95.85;42;2005;2024;17;GJOA HAVEN CLIMATE;NU;Lin
189;2303094;68.53;-89.79;15;2005;2024;17;KUGAARUK CLIMATE;NU;Lin
190;2303401;62.81;-92.11;32;1987;2000;10;RANKIN INLET A;NU;Lin
191;2303668;56.53;-79.26;34;2015;2024;10;SANIKILUAQ;NU;Lin
192;230N002;65.75;-111.24;488;2011;2024;13;LUPIN CS;NU;Lin
193;2400573;67.54;-64.03;6;2006;2024;12;QIKIQTARJUAQ CLIMATE;NU;Lin
194;2400602;69.1;-105.13;18;1969;2024;39;CAMBRIDGE BAY GSN;NU;Lin
195;2400636;64.23;-76.53;50;1971;2024;34;KINNGAIT;NU;Lin
196;2400802;70.48;-68.51;26;1978;2024;22;CLYDE RIVER CLIMATE;NU;Lin
197;2402353;68.77;-81.24;8;1987;2024;29;SANIRAJAK;NU;Lin
198;2402592;63.74;-68.54;33;1982;2024;34;IQALUIT CLIMATE;NU;Lin
199;2403049;66.14;-65.71;22;2008;2024;14;PANGNIRTUNG;NU;Lin
200;2403204;72.69;-77.95;64;1975;2021;28;POND INLET CLIMATE;NU;Lin
201;2502505;70.76;-117.79;29;2005;2024;16;ULUKHAKTOK;NT;Poly
202;2503648;71.99;-125.25;87;1978;2024;23;SACHS HARBOUR CLIMATE;NT;Lin
203;3011240;53.05;-112.81;739;1982;2024;28;CAMROSE;AB;Lin
204;3011887;52.07;-111.44;791;1976;2024;34;CORONATION CLIMATE;AB;Lin
205;3012206;53.3;-113.6;715;1961;2024;59;EDMONTON INTERNATIONAL CS;AB;Lin
206;3012209;53.57;-113.51;671;1914;2021;75;EDMONTON BLATCHFORD;AB;Lin
207;3012210;53.66;-113.46;687;1965;1994;29;EDMONTON NAMAO A;AB;Lin
208;3012275;53.68;-112.86;716;1985;2024;20;ELK ISLAND NAT PARK;AB;Lin
209;3012295;53.41;-113.55;693;1965;1986;18;ELLERSLIE;AB;Lin
210;3015523;52.42;-114.91;988;1964;2024;43;ROCKY MTN HOUSE (AUT);AB;Lin
211;3016860;53.14;-115.12;914;2005;2021;14;VIOLET GROVE CS;AB;Lin
212;3016GF0;53.5;-112.09;639;1971;2024;39;VEGREVILLE;AB;Lin
213;301A001;53.54;-114.1;766;1989;2024;24;EDMONTON STONY PLAIN CS;AB;Lin
214;301B460;51.66;-110.2;707;2005;2024;19;ESTHER 1;AB;Lin
215;301S001;52.82;-111.09;686;2005;2024;11;WAINWRIGHT CFB AIRFIELD 21;AB;Lin
216;30221LG;51.44;-112.67;678;2005;2024;19;DRUMHELLER EAST;AB;Lin
217;3023722;52.44;-113.75;860;1970;2024;41;LACOMBE CDA 2;AB;Lin
218;3025481;52.18;-113.89;904;1959;2014;49;RED DEER REGIONAL A;AB;Lin
219;3026KNQ;51.77;-114.68;1114;2005;2024;17;SUNDRE A;AB;Lin
220;3030QLP;50.55;-111.84;747;1965;2024;39;BROOKS;AB;Lin
221;3031094;51.1;-114;1081;1947;2024;70;CALGARY INT L CS;AB;Lin
222;3031640;50;-113.63;1009;2005;2024;20;CLARESHOLM;AB;Lin
223;3033890;49.69;-112.76;910;1960;2021;51;LETHBRIDGE CDA;AB;Lin
224;3034485;50.02;-110.71;715;1971;2024;49;MEDICINE HAT RCS;AB;Lin
225;3035208;49.52;-114;1190;1965;2024;35;PINCHER CREEK CLIMATE;AB;Lin
226;3036099;50.18;-113.88;1363;2005;2024;18;STAVELY AAFC;AB;Lin
227;3036682;50.05;-112.13;779;1956;2024;50;VAUXHALL CDA CS;AB;Lin
228;3044533;49.13;-112.05;1050;2006;2024;19;MILK RIVER;AB;Lin
229;3044923;49.11;-110.46;935;1964;2024;36;ONEFOUR CDA;AB;Lin
230;3050519;51.19;-115.55;1396;2005;2024;15;BANFF CS;AB;Lin
231;3050602;49.46;-114.17;1257;2012;2024;12;BEAVER MINES;AB;Lin
232;3050778;51.08;-115.06;1297;2006;2024;18;BOW VALLEY;AB;Lin
233;3051R4R;49.62;-114.48;1303;2005;2024;10;CROWSNEST;AB;Lin
234;3053520;52.88;-118.06;1062;1963;1994;31;JASPER;AB;Lin
235;3053536;52.92;-118.02;1020;2005;2024;18;JASPER WARDEN;AB;Lin
236;3053600;51.02;-115.03;1391;1982;1998;12;KANANASKIS;AB;Lin
237;3056214;49.13;-113.8;1289;2005;2024;19;WATERTON PARK GATE;AB;Lin
238;3060535;54.09;-114.44;648;2006;2024;13;BARRHEAD CS;AB;Poly
239;3062246;53.58;-116.45;927;1970;2024;38;EDSON CLIMATE;AB;Lin
240;3062696;56.65;-111.21;368;1966;2024;46;FORT MCMURRAY CS;AB;Lin
241;3063686;54.76;-112.02;567;2005;2024;18;LAC LA BICHE CLIMATE;AB;Lin
242;3064528;57.04;-111.55;310;1974;2021;24;MILDRED LAKE;AB;Lin
243;3065997;55.29;-114.77;582;1973;2024;32;SLAVE LAKE RCS;AB;Lin
244;3067372;54.14;-115.78;782;1982;2012;29;WHITECOURT A;AB;Lin
245;306GE70;53.38;-118.34;1370;2005;2024;12;WILLOW CREEK 1;AB;Lin
246;3070600;55.19;-119.39;745;1961;2024;51;BEAVERLODGE RCS;AB;Lin
247;3072659;58.76;-111.11;238;1969;2024;31;FORT CHIPEWYAN RCS;AB;Lin
248;3072723;58.38;-116.04;289;1962;2024;24;FORT VERMILION;AB;Lin
249;3072920;55.17;-118.88;669;1968;1993;22;GRANDE PRAIRIE A;AB;Lin
250;3073148;58.63;-117.16;339;1971;2024;35;HIGH LEVEL;AB;Lin
251;3075040;56.22;-117.44;570;1966;2011;39;PEACE RIVER A;AB;Lin
252;3075488;56.55;-115.27;546;2008;2023;12;RED EARTH;AB;Poly
253;3077246;55.71;-117.63;393;1963;1993;20;WATINO;AB;Lin
254;307KPFP;58.71;-113.86;240;2006;2024;14;GARDEN RIVER;AB;Lin
255;3081680;54.41;-110.28;541;1966;2017;49;COLD LAKE A;AB;Lin
256;4010811;50.2;-104.71;580;2006;2024;18;BRATT S LAKE CLIMATE;SK;Poly
257;4010879;50.36;-102.57;599;1965;2024;49;BROADVIEW;SK;Lin
258;4012164;50.36;-104.16;655;1952;1993;30;DAVIN 5;SK;Lin
259;4012410;49.21;-102.96;580;1964;2024;60;ESTEVAN;SK;Poly
260;4013480;50.55;-103.65;579;1962;2024;52;INDIAN HEAD CDA;SK;Lin
261;4013490;50.5;-103.68;604;1961;1995;33;INDIAN HEAD PFRA;SK;Lin
262;4014156;51.41;-105.25;497;2005;2024;18;LAST MOUNTAIN CS;SK;Lin
263;4015322;50.33;-105.53;577;1960;2024;57;MOOSE JAW CS;SK;Lin
264;4015680;49.71;-105.36;685;1969;1996;26;ORMISTON;SK;Lin
265;4016699;50.43;-104.66;577;1941;2024;69;REGINA RCS;SK;Lin
266;4018642;51.66;-105.4;525;2005;2024;14;WATROUS EAST;SK;Poly
267;4019073;51.26;-102.46;498;1962;2024;48;YORKTON;SK;Lin
268;40190LN;51.76;-104.2;560;1965;2024;55;WYNYARD (AUT);SK;Poly
269;401HP5R;49.7;-103.8;588;1962;2024;50;WEYBURN;SK;Poly
270;4020286;49.72;-105.94;725;2005;2024;20;ASSINIBOIA AIRPORT;SK;Lin
271;4022359;51.13;-106.58;595;1982;2024;24;ELBOW CS;SK;Lin
272;4024714;50.95;-107.15;664;2005;2024;19;LUCKY LAKE;SK;Lin
273;4024919;49.9;-109.46;766;2006;2024;17;MAPLE CREEK;SK;Poly
274;4028040;50.3;-107.68;816;1970;1994;25;SWIFT CURRENT A;SK;Lin
275;4028060;50.26;-107.73;825;1959;2024;55;SWIFT CURRENT CDA;SK;Lin
276;402DAF0;50.9;-109.5;675;2005;2024;17;LEADER AIRPORT;SK;Lin
277;40318MN;49.05;-105.48;756;2005;2024;14;CORONACH SPC;SK;Lin
278;4031999;49.64;-109.51;1270;2007;2024;18;CYPRESS HILLS PARK;SK;Lin
279;4032322;49.43;-108.98;1079;2005;2024;19;EASTEND CYPRESS (AUT);SK;Lin
280;4036844;49.16;-105.97;917;1971;2024;26;ROCKGLEN (AUT);SK;Lin
281;4038412;49.05;-107.58;796;2011;2024;14;VAL MARIE SOUTHEAST;SK;Poly
282;404037Q;51.31;-108.41;637;1972;1986;15;BAD LAKE IHD 102;SK;Poly
283;4043902;51.51;-109.17;691;1966;2024;53;KINDERSLEY AIRPORT;SK;Lin
284;4045607;52.77;-108.25;548;1975;2024;46;NORTH BATTLEFORD RCS;SK;Lin
285;4046884;51.56;-107.91;586;2005;2024;20;ROSETOWN EAST;SK;Lin
286;4047240;52.35;-108.83;659;1961;2024;51;SCOTT CDA;SK;Lin
287;4055079;52.81;-104.6;490;1974;2024;35;MELFORT;SK;Lin
288;4055736;51.48;-107.05;541;1963;2024;45;OUTLOOK PFRA;SK;Lin
289;4056121;52.41;-105.15;552;2013;2024;11;PILGER;SK;Lin
290;4056243;53.21;-105.67;425;1960;2024;46;PRINCE ALBERT GLASS FIELD;SK;Lin
291;4057165;52.17;-106.71;504;1960;2024;47;SASKATOON RCS;SK;Poly
292;4057200;52.13;-106.63;515;1926;1959;33;SASKATOON U OF S;SK;Lin
293;4057202;52.11;-106.68;483;1982;2000;17;SASKATOON WATER TP;SK;Poly
294;4060983;55.84;-108.42;440;1968;2024;48;BUFFALO NARROWS (AUT);SK;Lin
295;4061590;58.36;-109.51;330;1982;1998;16;CLUFF LAKE;SK;Lin
296;4061620;58.22;-103.67;412;1973;2024;32;COLLINS BAY SK;SK;Lin
297;4061861;57.35;-107.13;494;1970;1993;24;CREE LAKE;SK;Lin
298;4063605;55.53;-102.35;297;1966;2021;45;ISLAND FALLS (AUT);SK;Lin
299;4063753;57.25;-105.6;513;2011;2024;13;KEY LAKE;SK;Lin
300;4064149;55.14;-105.27;378;1966;2022;50;LA RONGE RCS;SK;Lin
301;4064620;54.01;-109.13;545;2010;2024;14;LOON LAKE RCS;SK;Lin
302;4067655;56.33;-103.28;344;2005;2024;15;SOUTHEND;SK;Lin
303;4067723;53.36;-107.55;584;2005;2024;17;SPIRITWOOD WEST;SK;Poly
304;4067PR5;59.25;-105.83;245;1986;2008;22;STONY RAPIDS A;SK;Lin
305;4068559;53.91;-106.06;569;1977;2024;29;WASKESIU LAKE;SK;Lin
306;406N0NM;54.13;-108.51;481;1979;2024;42;MEADOW LAKE;SK;Lin
307;406QLD0;59.56;-108.48;318;1965;2024;36;URANIUM CITY (AUT);SK;Lin
308;407N51G;53.33;-104;371;1974;2024;41;NIPAWIN;SK;Lin
309;4083324;52.81;-102.31;358;1966;2024;44;HUDSON BAY(AUT);SK;Lin
310;5010485;49.86;-99.98;362;1960;1985;24;BRANDON CDA;MB;Lin
311;5010490;49.9;-99.95;409;1970;2024;44;BRANDON RCS;MB;Lin
312;5010547;49.9;-99.35;383;2005;2024;17;CARBERRY CS;MB;Poly
313;5010641;49.56;-99.07;374;2010;2024;12;CYPRESS RIVER RCS;MB;Poly
314;5012324;49.9;-98.28;272;1964;2024;47;PORTAGE SOUTHPORT;MB;Lin
315;5012469;51.18;-101.36;539;2005;2024;18;ROBLIN;MB;Poly
316;5012654;50.45;-100.6;561;2006;2024;17;SHOAL LAKE CS;MB;Lin
317;5013117;50.65;-99.94;627;2005;2024;18;WASAGAMING;MB;Lin
318;501A7AR;49.28;-100.98;445;2006;2021;15;MELITA;MB;Lin
319;5020725;49.39;-98.31;341;1964;2024;43;DEERWOOD RCS;MB;Lin
320;5020881;49;-97.23;242;2009;2024;12;EMERSON AUTO;MB;Poly
321;5021054;49.65;-97.11;234;1967;2000;32;GLENLEA;MB;Poly
322;5021220;49.03;-97.56;252;2006;2024;15;GRETNA (AUT);MB;Lin
323;5021500;49.51;-96.9;246;2015;2024;10;KLEEFELD (MAFRI);MB;Lin
324;5021737;49.45;-98.25;297;1996;2010;10;MIAMI THIESSEN;MB;Lin
325;5021849;49.18;-98.08;297;1977;2024;37;MORDEN CDA CS;MB;Lin
326;5022125;49.19;-98.9;470;1965;2024;40;PILOT MOUND (AUT);MB;Lin
327;50225DP;50.05;-97.03;231;1976;1985;10;ST ANDREWS A;MB;Lin
328;5022759;49.02;-95.59;328;2005;2024;18;SPRAGUE;MB;Lin
329;5023261;49.95;-97.1;232;1961;1985;19;WINNIPEG STP;MB;Lin
330;5023262;49.88;-97.12;230;1961;2024;37;WINNIPEG THE FORKS;MB;Poly
331;502I001;49.49;-98.02;268;2006;2024;17;CARMAN U OF M CS;MB;Lin
332;502S001;49.91;-97.24;238;1944;2024;65;WINNIPEG A CS;MB;Poly
333;5030203;52.35;-97.02;221;1985;2024;25;BERENS RIVER CS;MB;Lin
334;5030282;51.03;-95.7;259;1969;1984;16;BISSETT;MB;Lin
335;50309J6;51.08;-97.55;253;2006;2024;17;FISHER BRANCH (AUT);MB;Lin
336;5031042;50.63;-97.05;230;1964;2024;43;GIMLI CLIMATE;MB;Lin
337;5031201;50.52;-95.97;253;2009;2024;12;GREAT FALLS CLIMATE;MB;Lin
338;5031320;49.62;-95.19;326;1961;2002;29;INDIAN BAY;MB;Lin
339;5031A10;53.18;-99.26;222;1966;2024;28;GRAND RAPIDS (AUT);MB;Lin
340;503B1ER;50.17;-96.06;268;2006;2024;14;PINAWA;MB;Poly
341;5040681;51.1;-100.05;304;1954;2024;50;DAUPHIN CS;MB;Lin
342;5042005;50.21;-99.46;358;1984;2006;19;NEEPAWA WATER;MB;Poly
343;5043158;50.71;-99.53;351;1989;2024;25;MCCREARY;MB;Lin
344;504K0NM;50.49;-98.03;249;2011;2024;11;OAKPOINT MARINE;MB;Lin
345;504K80K;52.11;-101.23;334;2006;2024;14;SWAN RIVER RCS;MB;Lin
346;5050919;54.68;-101.68;303;1970;2024;49;FLIN FLON;MB;Lin
347;5052890;53.96;-101.1;274;1971;2024;49;THE PAS CLIMATE;MB;Lin
348;5060608;58.73;-94.06;28;1963;2024;52;CHURCHILL CLIMATE;MB;Lin
349;5060999;56.35;-94.7;145;1972;2024;44;GILLAM;MB;Lin
350;5061376;53.85;-94.65;235;1971;2013;36;ISLAND LAKE A;MB;Lin
351;5061422;56.03;-96.5;182;2007;2024;14;KELSEY DAM CS;MB;Lin
352;5061649;56.85;-101.06;354;1969;2024;47;LYNN LAKE RCS;MB;Lin
353;5062840;58.71;-98.5;262;2006;2024;12;TADOULE LAKE CS;MB;Lin
354;5062918;55.79;-97.87;214;1971;2024;47;THOMPSON AIRPORT;MB;Lin
355;506B0M7;54;-97.8;217;1963;1991;22;NORWAY HOUSE FORESTRY;MB;Poly
356;6010740;53.81;-89.89;222;1967;2024;32;BIG TROUT LAKE;ON;Lin
357;6012199;50.63;-93.22;362;1952;2024;64;EAR FALLS (AUT);ON;Lin
358;6014353;52.19;-87.93;253;1971;2024;33;LANSDOWNE HOUSE (AUT);ON;Lin
359;6016295;54.98;-85.43;52;2004;2024;20;PEAWANUCK (AUT);ON;Lin
360;6016525;51.44;-90.21;390;1953;2024;58;PICKLE LAKE (AUT);ON;Lin
361;6016975;51.06;-93.79;385;1978;2012;27;RED LAKE A;ON;Lin
362;6020LPQ;48.76;-91.62;389;1967;2024;40;ATIKOKAN (AUT);ON;Lin
363;6022474;48.65;-93.43;342;2007;2024;16;FORT FRANCES RCS;ON;Poly
364;6034073;49.79;-94.37;412;1966;2024;52;KENORA RCS;ON;Lin
365;6036907;49.66;-93.73;435;1971;2024;35;RAWSON LAKE (AUT);ON;Lin
366;6037800;50.11;-91.9;338;1963;2024;52;SIOUX LOOKOUT AIRPORT;ON;Lin
367;6040325;50.29;-88.9;322;1969;2024;19;ARMSTRONG (AUT);ON;Lin
368;6041110;49.15;-88.34;232;1998;2024;22;CAMERON FALLS (AUT);ON;Lin
369;6041222;47.33;-85.83;187;1966;2024;26;CARIBOU ISLAND (AUT);ON;Poly
370;6042719;49.78;-86.93;340;1952;2024;60;GERALDTON AIRPORT;ON;Lin
371;6046768;48.6;-86.28;191;1983;2024;27;PUKASKWA (AUT);ON;Poly
372;6047810;48.62;-86.99;185;1967;1988;20;SLATE ISLAND;ON;Lin
373;6048232;48.81;-87.09;290;1999;2024;15;TERRACE BAY AIRPORT;ON;Lin
374;6048268;48.36;-89.32;199;1952;2024;61;THUNDER BAY CS;ON;Lin
375;6049095;49.03;-90.46;488;2004;2024;17;UPSALA (AUT);ON;Poly
376;6049443;48.36;-89.11;211;2013;2024;11;WELCOME ISLAND (AUT);ON;Poly
377;6052259;46.35;-82.56;331;1995;2007;11;ELLIOT LAKE A;ON;Lin
378;6054425;47.72;-84.81;400;2014;2024;11;LAKE SUPERIOR PROVINCIAL PARK;ON;Lin
379;6055210;46.43;-83.38;225;1971;1996;22;MISSISSAGI ONT HYDRO;ON;Lin
380;6056907;46.33;-83.5;243;1954;1970;16;RAYNER;ON;Lin
381;6057593;46.47;-84.51;187;1962;2024;55;SAULT STE. MARIE AIRPORT;ON;Lin
382;6059408;47.96;-84.78;287;1980;2014;29;WAWA (AUT);ON;Lin
383;6059475;48.6;-85.28;378;1953;1975;21;WHITE RIVER;ON;Lin
384;6061366;47.81;-83.35;447;1971;2024;32;CHAPLEAU AIRPORT;ON;Lin
385;6068145;46.63;-80.79;348;1971;2024;51;SUDBURY CLIMATE;ON;Lin
386;6068158;46.46;-81;263;1959;1995;19;SUDBURY SCIENCE NORTH;ON;Lin
387;6072230;47.69;-79.84;243;1983;2024;29;EARLTON CLIMATE;ON;Lin
388;6073980;49.4;-82.44;218;1966;2024;54;KAPUSKASING CDA ON;ON;Lin
389;6074207;48.08;-80.06;280;1980;2024;42;KIRKLAND LAKE;ON;Lin
390;6075429;51.25;-80.66;0;1968;2024;49;MOOSONEE RCS;ON;Lin
391;6075543;49.74;-84.16;264;2004;2024;20;NAGAGAMI (AUT);ON;Lin
392;6076540;49.85;-81.6;231;1951;1981;24;PINARD;ON;Lin
393;6078282;48.55;-81.39;294;1952;2024;64;TIMMINS CLIMATE;ON;Lin
394;6079068;47.25;-79.58;240;1952;1970;16;UPPER NOTCH;ON;Lin
395;6080192;45.53;-78.26;397;2005;2024;19;ALGONQUIN PARK EAST GATE;ON;Lin
396;6084278;46.36;-78.73;172;1951;1970;10;LA CAVE;ON;Poly
397;6084307;45.95;-78.06;236;1966;1986;13;LAKE TRAVERSE;ON;Lin
398;6085695;46.37;-79.4;370;1964;2024;53;NORTH BAY AIRPORT;ON;Lin
399;6092920;45.88;-82.56;188;2010;2024;14;GORE BAY CLIMATE;ON;Poly
400;6093004;45.65;-82.96;182;1967;1985;18;GREAT DUCK ISLAND;ON;Lin
401;6100285;45.18;-76.11;133;2000;2016;15;APPLETON;ON;Lin
402;6100493;45.41;-77.8;335;1953;1971;14;BARK LAKE DAM;ON;Poly
403;6100970;44.63;-75.74;120;2008;2024;17;BROCKVILLE CLIMATE;ON;Lin
